name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
AdYouNet,Advertising ," 14,00,000 ",USA,SF Bay Area,Palo Alto,2.0,1.0,1.0,2006.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.328767123287671,0,1400000.0
Aeluros,Semiconductors ," 79,70,000 ",USA,SF Bay Area,Mountain View,1.0,6.0,2.0,2001.0,0.0,7970000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.084931506849316,5.084931506849316,1,7970000.0
AeroScout,Other," 2,80,00,000 ",USA,SF Bay Area,Redwood City,2.0,1.0,1.0,1999.0,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,16000000.0,0.0,0.0,0.0,9.293150684931506,11.849315068493151,1,28000000.0
AGEIA Technologies,Games ," 2,75,00,000 ",USA,SF Bay Area,Santa Clara,1.0,1.0,1.0,2002.0,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,3.756164383561644,3.756164383561644,1,27500000.0
Agencourt Bioscience,Biotechnology ,-   ,USA,Boston,Beverly,1.0,1.0,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1,0.0
Agencyport Software,Software ," 11,71,300 ",USA,Boston,Boston,1.0,1.0,1.0,2000.0,0.0,1171300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.926027397260274,11.926027397260274,1,1171300.0
AgInfoLink,Software ," 1,09,25,000 ",USA,Denver,Longmont,2.0,1.0,1.0,1997.0,0.0,10925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5680000.0,5245000.0,0.0,0.0,0.0,0.0,0.0,12.490410958904109,14.227397260273971,0,10925000.0
Agistics,Enterprise Software ," 20,00,000 ",USA,SF Bay Area,Pleasanton,1.0,1.0,1.0,2005.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575342465753425,0.8575342465753425,1,2000000.0
Ahura Scientific,Biotechnology ," 1,70,00,000 ",USA,ME - Other,Limington,2.0,1.0,1.0,2002.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.052054794520548,5.186301369863013,1,17000000.0
Aicent,Mobile ," 1,73,00,000 ",USA,SF Bay Area,San Jose,2.0,1.0,1.0,2000.0,0.0,17300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300000.0,3000000.0,0.0,0.0,0.0,0.0,7.2027397260273975,8.67945205479452,1,17300000.0
Air Semiconductor,Semiconductors ," 1,00,00,000 ",GBR,Swindon,Swindon,1.0,5.0,2.0,2006.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0931506849315068,0,10000000.0
Air2Web,Mobile ," 2,50,00,000 ",USA,Atlanta,Atlanta,1.0,1.0,1.0,1999.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.739726027397261,7.739726027397261,1,25000000.0
AirClic,Other," 2,75,00,000 ",USA,Philadelphia,Feasterville Trevose,2.0,1.0,1.0,1999.0,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,12500000.0,0.0,0.0,0.0,0.0,0.0,1.2383561643835617,8.142465753424657,1,27500000.0
Aires Pharmaceuticals,Biotechnology ," 2,00,00,000 ",USA,San Diego,San Diego,1.0,12.0,4.0,2006.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.947945205479452,3.947945205479452,1,20000000.0
AirPatrol Corporation,Other," 36,75,000 ",USA,Baltimore,Columbia,1.0,1.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,3675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.301369863013699,5.301369863013699,1,3675000.0
Airwide Solutions,Software ," 3,25,59,918 ",USA,Boston,Burlington,2.0,1.0,1.0,2004.0,0.0,32559918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,7559918.0,0.0,0.0,0.0,2.068493150684932,5.312328767123288,1,32559918.0
AisleBuyer,Other," 1,15,00,000 ",USA,Boston,Boston,2.0,1.0,1.0,2009.0,0.0,7500000.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,1.893150684931507,2.4465753424657533,1,11500000.0
aka-aki networks,Mobile ,-   ,DEU,Berlin,Berlin,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8109589041095893,2.8109589041095893,0,0.0
AkaRx,Biotechnology ," 2,61,00,000 ",USA,Newark,Paramus,1.0,1.0,1.0,2005.0,0.0,26100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.019178082191781,5.019178082191781,1,26100000.0
Aktino,Web Hosting ," 3,02,00,000 ",USA,Anaheim,Irvine,2.0,1.0,1.0,2003.0,0.0,30200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,14200000.0,0.0,0.0,0.0,0.0,0.0,2.361643835616438,5.63013698630137,1,30200000.0
Alaris,Hardware + Software ," 8,45,075 ",USA,Phoenix,Scottsdale,2.0,1.0,1.0,2009.0,0.0,845075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8657534246575342,5.47945205479452,0,845075.0
Aldexa Therapeutics,Biotechnology ," 47,93,666 ",USA,Boston,Burlington,1.0,1.0,1.0,2004.0,0.0,4793666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.013698630136986,9.013698630136986,0,4793666.0
ALENTY,Other," 5,71,520 ",FRA,Paris,Paris,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,571520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1,571520.0
Alice.com,E-Commerce ," 2,78,90,167 ",USA,Madison,Middleton,3.0,6.0,2.0,2008.0,0.0,24290167.0,0.0,0.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18227665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5178082191780822,3.668493150684931,0,27890167.0
Alignent Software,Software ," 60,00,000 ",USA,San Diego,Carlsbad,1.0,1.0,1.0,2001.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.210958904109589,4.210958904109589,1,6000000.0
Allegro Diagnostics,Biotechnology ," 54,00,000 ",USA,Boston,Maynard,1.0,1.0,1.0,2006.0,0.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.515068493150685,5.515068493150685,1,5400000.0
Allied Pacific Sports Network,Other," 70,00,000 ",HKG,Hong Kong,Hong Kong,1.0,1.0,1.0,2009.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,7000000.0
AllPeers,Curated Web ,-   ,GBR,London,Oxford,1.0,8.0,3.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5808219178082192,1.5808219178082192,0,0.0
Allurent,Curated Web ," 20,00,000 ",USA,Boston,Cambridge,1.0,1.0,1.0,2005.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.145205479452055,5.145205479452055,1,2000000.0
Allworx,Other," 85,00,000 ",USA,"Rochester, New York",East Rochester,3.0,7.0,3.0,1998.0,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.090410958904109,7.953424657534247,1,8500000.0
Allylix,Other," 2,72,00,000 ",USA,San Diego,San Diego,2.0,1.0,1.0,2002.0,0.0,27200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,8.07945205479452,10.2,1,27200000.0
allyve,Software ,-   ,DEU,Hamburg,Hamburg,2.0,9.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.665753424657534,0,0.0
Aloqa,Other," 15,00,000 ",DEU,Munich,Munich,1.0,5.0,2.0,2007.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194520547945205,2.194520547945205,1,1500000.0
AlphaNation,Finance ," 6,50,000 ",USA,New York City,New York,3.0,1.0,1.0,2010.0,400000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1616438356164382,1.747945205479452,0,650000.0
AlterPoint,Software ," 2,68,00,000 ",USA,Austin,Austin,3.0,1.0,1.0,2001.0,0.0,26800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800000.0,6000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,2.0,4.046575342465753,1,26800000.0
Altius Education,Education ," 2,66,00,000 ",USA,SF Bay Area,San Francisco,2.0,1.0,1.0,2009.0,0.0,26600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,18600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726027397260274,1.8767123287671232,1,26600000.0
Altor Networks,Security ," 1,60,00,000 ",USA,SF Bay Area,Redwood City,2.0,1.0,1.0,2007.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2493150684931509,3.1671232876712327,1,16000000.0
Altruik,Search ," 94,99,393 ",USA,New York City,New York,4.0,1.0,1.0,2009.0,0.0,7700000.0,0.0,0.0,0.0,1799393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671232876712328,3.2794520547945205,1,9499393.0
Amadesa,Other," 1,28,00,000 ",USA,Chicago,Evanston,2.0,5.0,2.0,2005.0,0.0,12800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400000.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5534246575342467,6.394520547945206,0,12800000.0
Amaru,Software ," 5,92,365 ",SGP,Singapore,Singapore,1.0,1.0,1.0,1999.0,0.0,592365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.846575342465751,12.846575342465751,0,592365.0
Amaxa Biosystems,Biotechnology ,-   ,DEU,Cologne,Cologne,1.0,1.0,1.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479452054794521,0.7479452054794521,1,0.0
Amber Networks,Other,-   ,USA,SF Bay Area,Fremont,2.0,10.0,4.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9424657534246575,1.7753424657534247,1,0.0
American Life Media,Curated Web ,-   ,HKG,Hong Kong,Kowloon City,1.0,6.0,2.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.753424657534247,6.753424657534247,0,0.0
amiando,Curated Web ,-   ,DEU,Munich,Munich,2.0,12.0,4.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520547945205479,1.2164383561643837,1,0.0
Amitive,Software ," 1,60,00,000 ",USA,SF Bay Area,San Mateo,1.0,1.0,1.0,2010.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.347945205479452,0,16000000.0
AMOtech,Mobile ," 4,00,000 ",ISR,ISR - Other,Lehavim,2.0,6.0,2.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7780821917808219,0,400000.0
amprice,Curated Web ," 4,67,880 ",DEU,Hanover,Hanover,1.0,5.0,2.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,467880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92054794520548,2.92054794520548,0,467880.0
Anagran,Web Hosting ," 2,26,00,000 ",USA,SF Bay Area,Sunnyvale,2.0,1.0,1.0,2004.0,0.0,22600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,8600000.0,0.0,0.0,0.0,0.0,1.8767123287671232,4.7095890410958905,0,22600000.0
Anametrix,Other," 55,50,000 ",USA,San Diego,San Diego,3.0,1.0,1.0,2010.0,0.0,5550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712328767123288,2.772602739726028,1,5550000.0
Anaphore,Biotechnology ," 2,43,00,000 ",USA,San Diego,La Jolla,3.0,1.0,1.0,2008.0,0.0,24300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,1.4383561643835616,0,24300000.0
Anchor Bay Technologies,Semiconductors ," 1,00,00,000 ",USA,SF Bay Area,Campbell,2.0,10.0,4.0,2001.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.621917808219178,5.331506849315068,1,10000000.0
Anchor Intelligence,Advertising ," 60,00,000 ",USA,SF Bay Area,Mountain View,2.0,1.0,1.0,2007.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657534246575343,0,6000000.0
Andera,Finance ," 93,50,000 ",USA,Providence,Providence,2.0,6.0,2.0,2000.0,0.0,9350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920547945205479,10.32876712328767,1,9350000.0
Andigilog,Semiconductors ," 1,80,00,000 ",USA,Phoenix,Tempe,1.0,1.0,1.0,1996.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.145205479452056,11.145205479452056,0,18000000.0
AndroJek,Biotechnology ," 4,00,000 ",USA,Kansas City,Independence,1.0,6.0,2.0,2008.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.463013698630137,3.463013698630137,0,400000.0
Angstro,Software ," 2,25,000 ",USA,SF Bay Area,Palo Alto,1.0,4.0,2.0,2007.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958904109589,0.010958904109589,1,225000.0
Ankeena Networks,Software ," 3,18,28,793 ",USA,SF Bay Area,Santa Clara,3.0,1.0,1.0,2008.0,0.0,31828793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400000.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027397260273972,2.213698630136986,1,31828793.0
Anonymous You,Other," 2,00,000 ",USA,Fort Myers,Cape Coral,1.0,4.0,2.0,2010.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1917808219178082,0,200000.0
Anthem Healthcare Intelligence,Health Care ," 48,00,000 ",USA,Nashville,Franklin,1.0,1.0,1.0,2004.0,0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.726027397260275,8.726027397260275,0,4800000.0
Anthillz,Other,-   ,USA,Philadelphia,Philadelphia,1.0,3.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4273972602739726,0.4273972602739726,0,0.0
AnySource Media,Other," 32,00,000 ",USA,Philadelphia,Malvern,1.0,1.0,1.0,2006.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2054794520547945,3.2054794520547945,1,3200000.0
AOI Medical,Health Care ," 40,41,700 ",USA,Orlando,Orlando,2.0,1.0,1.0,2004.0,0.0,1123000.0,0.0,0.0,0.0,2918700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.287671232876712,8.016438356164384,0,4041700.0
Aperio Technologies,Hardware + Software ," 58,20,307 ",USA,San Diego,Vista,1.0,1.0,1.0,1999.0,0.0,0.0,0.0,0.0,0.0,5820307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.613698630136986,13.613698630136986,1,5820307.0
Aponia Laboratories,Biotechnology ," 45,13,712 ",USA,Hartford,Greenwich,3.0,1.0,1.0,2010.0,0.0,3731712.0,0.0,0.0,0.0,782000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082191780821918,3.084931506849315,0,4513712.0
"AppCentral, Inc.",Enterprise Software ," 40,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2007.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72054794520548,3.72054794520548,1,4000000.0
AppFog,Enterprise Software ," 99,00,000 ",USA,"Portland, Oregon",Portland,3.0,8.0,3.0,2010.0,0.0,9900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1972602739726027,1.0246575342465754,1,9900000.0
AppGate Network Security,Other," 31,80,000 ",SWE,Gothenburg,Gothenburg,1.0,1.0,1.0,2002.0,0.0,3180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197260273972603,4.197260273972603,1,3180000.0
AppJet,Curated Web ," 7,15,000 ",USA,SF Bay Area,San Francisco,3.0,6.0,2.0,2007.0,15000.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.673972602739726,1,715000.0
AppLabs,Software ," 1,00,00,000 ",IND,Hyderabad,Hyderabad,1.0,1.0,1.0,2001.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.493150684931507,5.493150684931507,1,10000000.0
Application Security,Software ," 1,00,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2001.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,5.293150684931507,5.293150684931507,1,10000000.0
Applifier,Games ," 60,00,000 ",FIN,Helsinki,Helsinki,2.0,8.0,3.0,2008.0,2000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5095890410958903,4.36986301369863,1,6000000.0
Applimation,Enterprise Software ," 40,00,000 ",USA,Chicago,Chicago,1.0,1.0,1.0,1998.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,7.260273972602739,7.260273972602739,1,4000000.0
AppMakr,Other," 10,00,000 ",SGP,Singapore,Singapore,1.0,1.0,1.0,2010.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8136986301369863,0.8136986301369863,1,1000000.0
AppointmentCity,Curated Web ," 8,00,000 ",USA,Atlanta,Atlanta,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479452054794521,0.7479452054794521,1,800000.0
Apprema,E-Commerce ," 8,00,000 ",USA,SF Bay Area,Sunnyvale,1.0,8.0,3.0,2007.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917808219178082,0.1917808219178082,0,800000.0
apprupt,Advertising ,-   ,DEU,Hamburg,Hamburg,2.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.331506849315069,3.7095890410958905,1,0.0
Apps Genius,Games ," 40,000 ",USA,Newark,Red Bank,1.0,1.0,1.0,2009.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304109589041096,1.304109589041096,0,40000.0
Appscio,Software ," 70,00,000 ",USA,CA - Other,Freedom,2.0,1.0,1.0,2006.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2136986301369863,3.008219178082192,0,7000000.0
Appstores.com,Mobile ," 11,55,000 ",USA,SF Bay Area,San Francisco,2.0,5.0,2.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,1155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1890410958904109,1.189041095890411,1,1155000.0
Apptera,Advertising ," 3,02,40,000 ",USA,SF Bay Area,Palo Alto,3.0,1.0,1.0,2001.0,0.0,30240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740000.0,0.0,0.0,0.0,0.0,6.465753424657534,9.463013698630135,1,30240000.0
AppTrigger,Other," 2,36,60,962 ",USA,Dallas,Richardson,2.0,1.0,1.0,2002.0,0.0,21500000.0,0.0,0.0,0.0,2160962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21500000.0,0.0,0.0,0.0,0.0,0.0,5.950684931506849,7.6,1,23660962.0
Aprimo,Enterprise Software ," 1,45,00,000 ",USA,Indianapolis,Indianapolis,1.0,1.0,1.0,1998.0,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.005479452054795,7.005479452054795,1,14500000.0
Aptana,Software ," 1,32,92,327 ",USA,SF Bay Area,San Mateo,2.0,1.0,1.0,2007.0,0.0,13292327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5492327.0,0.0,0.0,0.0,0.0,0.0,0.0,2.158904109589041,2.5342465753424657,1,13292327.0
Apture,Curated Web ," 46,00,000 ",USA,SF Bay Area,San Francisco,2.0,6.0,2.0,2007.0,0.0,4100000.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,1.7945205479452055,1,4600000.0
